	記号,一般,*,*,*,*,*
行っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,行う,オコナッ,オコナッ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
テキサス	名詞,固有名詞,地域,一般,*,*,テキサス,テキサス,テキサス
の	助詞,連体化,*,*,*,*,の,ノ,ノ
原野	名詞,一般,*,*,*,*,原野,ゲンヤ,ゲンヤ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
転がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,転がる,コロガッ,コロガッ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
玉ねぎ	名詞,一般,*,*,*,*,玉ねぎ,タマネギ,タマネギ
一	名詞,数,*,*,*,*,一,イチ,イチ
個	名詞,接尾,助数詞,*,*,*,個,コ,コ
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
もん	名詞,非自立,一般,*,*,*,もん,モン,モン
なんだろう	名詞,固有名詞,一般,*,*,*,なんだろう,ナンダロウ,ナンダロー
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
人	名詞,一般,*,*,*,*,人,ヒト,ヒト
も	助詞,係助詞,*,*,*,*,も,モ,モ
何とも	副詞,一般,*,*,*,*,何とも,ナントモ,ナントモ
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
目黒	名詞,固有名詞,地域,一般,*,*,目黒,メグロ,メグロ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
すっかり	副詞,一般,*,*,*,*,すっかり,スッカリ,スッカリ
忘れ	動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
気付い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,気付く,キヅイ,キズイ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
後悔	名詞,サ変接続,*,*,*,*,後悔,コウカイ,コーカイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
自由民主党	名詞,固有名詞,組織,*,*,*,自由民主党,ジユウミンシュトウ,ジユーミンシュトー
。(	記号,一般,*,*,*,*,*
;	記号,一般,*,*,*,*,*
゜	記号,一般,*,*,*,*,゜,゜,゜
Д	名詞,固有名詞,組織,*,*,*,*
゜	記号,一般,*,*,*,*,゜,゜,゜
)	記号,一般,*,*,*,*,*
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
各	接頭詞,名詞接続,*,*,*,*,各,カク,カク
派閥	名詞,一般,*,*,*,*,派閥,ハバツ,ハバツ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
権力	名詞,一般,*,*,*,*,権力,ケンリョク,ケンリョク
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
接着剤	名詞,固有名詞,一般,*,*,*,接着剤,セッチャクザイ,セッチャクザイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
、	記号,読点,*,*,*,*,、,、,、
くっつい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,くっつく,クッツイ,クッツイ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
連合体	名詞,一般,*,*,*,*,連合体,レンゴウタイ,レンゴータイ
（	記号,括弧開,*,*,*,*,（,（,（
塊	名詞,一般,*,*,*,*,塊,カタマリ,カタマリ
）	記号,括弧閉,*,*,*,*,）,）,）
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
。	記号,句点,*,*,*,*,。,。,。
(*｀Д´)ノ！！！	記号,一般,*,*,*,*,(*｀Д´)ノ！！！,カオモジ,カオモジ
日本全国	名詞,固有名詞,一般,*,*,*,日本全国,ニッポンゼンコク,ニッポンゼンコク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
自民党	名詞,固有名詞,組織,*,*,*,自民党,ジミントウ,ジミントー
大好き	名詞,形容動詞語幹,*,*,*,*,大好き,ダイスキ,ダイスキ
😍	記号,一般,*,*,*,*,ハート(笑),ハート,ハート
💓	名詞,一般,*,*,*,*,ハート,ハート,ハート
💓	記号,一般,*,*,*,*,ハート,ハート,ハート
有権者	名詞,一般,*,*,*,*,有権者,ユウケンシャ,ユーケンシャ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
人たち	名詞,一般,*,*,*,*,人達,ヒトタチ,ヒトタチ
。(	記号,一般,*,*,*,*,*
;	記号,一般,*,*,*,*,*
゜	記号,一般,*,*,*,*,゜,゜,゜
Д	名詞,固有名詞,組織,*,*,*,*
゜	記号,一般,*,*,*,*,゜,゜,゜
)	記号,一般,*,*,*,*,*
いいかげん	副詞,一般,*,*,*,*,いいかげん,イイカゲン,イーカゲン
、	記号,読点,*,*,*,*,、,、,、
目	名詞,一般,*,*,*,*,目,メ,メ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
覚まし	動詞,自立,*,*,五段・サ行,連用形,覚ます,サマシ,サマシ
てくだ	名詞,一般,*,*,*,*,手管,テクダ,テクダ
さい	名詞,一般,*,*,*,*,さい,サイ,サイ
。	記号,句点,*,*,*,*,。,。,。
(*｀Д´)ノ！！！	記号,一般,*,*,*,*,(*｀Д´)ノ！！！,カオモジ,カオモジ
(￣▽￣;)	記号,一般,*,*,*,*,(￣▽￣;),カオモジ,カオモジ
もう	副詞,一般,*,*,*,*,もう,モウ,モー
20代	名詞,固有名詞,一般,*,*,*,20代,ニジュウダイ,ニジュウダイ
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ
かぁ	助詞,終助詞,*,*,*,*,かぁ,カァ,カー
。	記号,句点,*,*,*,*,。,。,。
つら	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,つらい,ツラ,ツラ
千晶	名詞,固有名詞,人名,名,*,*,千晶,チアキ,チアキ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
と	助詞,格助詞,一般,*,*,*,と,ト,ト
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ
誕生	名詞,サ変接続,*,*,*,*,誕生,タンジョウ,タンジョー
日	名詞,接尾,一般,*,*,*,日,ビ,ビ
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ
。	記号,句点,*,*,*,*,。,。,。
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ぴ	名詞,一般,*,*,*,*,*
なんとか	名詞,サ変接続,*,*,*,*,何とか,ナントカ,ナントカ
良し	形容詞,自立,*,*,形容詞・アウオ段,文語基本形,良い,ヨシ,ヨシ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。	記号,句点,*,*,*,*,。,。,。
誕生日	名詞,固有名詞,一般,*,*,*,誕生日,タンジョウビ,タンジョービ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
誰か	名詞,一般,*,*,*,*,誰か,ダレカ,ダレカ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
一緒に	名詞,固有名詞,一般,*,*,*,一緒に,イッショニ,イッショニ
いたい	形容詞,自立,*,*,形容詞・アウオ段,基本形,いたい,イタイ,イタイ
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー
。	記号,句点,*,*,*,*,。,。,。
誰か	名詞,一般,*,*,*,*,誰か,ダレカ,ダレカ
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル
？	記号,一般,*,*,*,*,？,？,？
近く	名詞,副詞可能,*,*,*,*,近く,チカク,チカク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
家	名詞,一般,*,*,*,*,家,イエ,イエ
も	助詞,係助詞,*,*,*,*,も,モ,モ
１	名詞,数,*,*,*,*,１,イチ,イチ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
何	名詞,数,*,*,*,*,何,ナン,ナン
坪	名詞,接尾,助数詞,*,*,*,坪,ツボ,ツボ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
三階建て	名詞,固有名詞,一般,*,*,*,3階建て,サンカイダテ,サンカイダテ,[:_:-1935	-1954	7806]
の	助詞,連体化,*,*,*,*,の,ノ,ノ
お洒落	名詞,形容動詞語幹,*,*,*,*,お洒落,オシャレ,オシャレ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
家	名詞,一般,*,*,*,*,家,イエ,イエ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
建て	動詞,自立,*,*,一段,連用形,建てる,タテ,タテ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
3世	名詞,固有名詞,一般,*,*,*,3世,サンセイ,サンセイ
帯	名詞,接尾,一般,*,*,*,帯,タイ,タイ
同居	名詞,サ変接続,*,*,*,*,同居,ドウキョ,ドーキョ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
７	名詞,数,*,*,*,*,７,ナナ,ナナ
～	記号,一般,*,*,*,*,*
８人	名詞,固有名詞,一般,*,*,*,8人,ハチニン,ハチニン,[:_:2101	2080	8142]
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン
でる	動詞,非自立,*,*,一段,基本形,でる,デル,デル
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー
・	記号,一般,*,*,*,*,・,・,・
・	記号,一般,*,*,*,*,・,・,・
・	記号,一般,*,*,*,*,・,・,・
・	記号,一般,*,*,*,*,・,・,・
・	記号,一般,*,*,*,*,・,・,・
・	記号,一般,*,*,*,*,・,・,・
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
無駄	名詞,形容動詞語幹,*,*,*,*,無駄,ムダ,ムダ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
広い	形容詞,自立,*,*,形容詞・アウオ段,基本形,広い,ヒロイ,ヒロイ
。	記号,句点,*,*,*,*,。,。,。
不自然	名詞,形容動詞語幹,*,*,*,*,不自然,フシゼン,フシゼン
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ
。	記号,句点,*,*,*,*,。,。,。
住宅ローン	名詞,固有名詞,一般,*,*,*,住宅ローン,ジュウタクローン,ジュータクローン
下り	動詞,自立,*,*,一段,未然形,下りる,オリ,オリ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ
。	記号,句点,*,*,*,*,。,。,。
作曲	名詞,サ変接続,*,*,*,*,作曲,サッキョク,サッキョク
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
つつ	助詞,接続助詞,*,*,*,*,つつ,ツツ,ツツ
、	記号,読点,*,*,*,*,、,、,、
ミーティング	名詞,一般,*,*,*,*,ミーティング,ミーティング,ミーティング
。	記号,句点,*,*,*,*,。,。,。
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
横浜	名詞,固有名詞,地域,一般,*,*,横浜,ヨコハマ,ヨコハマ
離脱	名詞,サ変接続,*,*,*,*,離脱,リダツ,リダツ
！	記号,一般,*,*,*,*,！,！,！
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
、	記号,読点,*,*,*,*,、,、,、
明日	名詞,副詞可能,*,*,*,*,明日,アシタ,アシタ
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
返さ	動詞,自立,*,*,五段・サ行,未然形,返す,カエサ,カエサ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
と	助詞,接続助詞,*,*,*,*,と,ト,ト
いけ	動詞,非自立,*,*,一段,未然形,いける,イケ,イケ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
、	記号,読点,*,*,*,*,、,、,、
つまらない	形容詞,自立,*,*,形容詞・アウオ段,基本形,つまらない,ツマラナイ,ツマラナイ
B級映画	名詞,固有名詞,一般,*,*,*,B級映画,ビーキュウエイガ,ビーキューエイガ
三	名詞,数,*,*,*,*,三,サン,サン
本	名詞,接尾,助数詞,*,*,*,本,ホン,ホン
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド
観	動詞,自立,*,*,一段,未然形,観る,ミ,ミ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
と	助詞,接続助詞,*,*,*,*,と,ト,ト
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
。	記号,句点,*,*,*,*,。,。,。
（	記号,括弧開,*,*,*,*,（,（,（
代理	名詞,サ変接続,*,*,*,*,代理,ダイリ,ダイリ
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
文化	名詞,一般,*,*,*,*,文化,ブンカ,ブンカ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク
理解	名詞,サ変接続,*,*,*,*,理解,リカイ,リカイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	動詞,非自立,*,*,一段,未然形,てる,テ,テ
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク
て	助詞,接続助詞,*,*,*,*,て,テ,テ
テンパ	名詞,固有名詞,一般,*,*,*,*
って	助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
伝言	名詞,サ変接続,*,*,*,*,伝言,デンゴン,デンゴン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
忘れ	動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
）	記号,括弧閉,*,*,*,*,）,）,）
すまん	感動詞,*,*,*,*,*,すまん,スマン,スマン
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
BoA	名詞,固有名詞,人名,一般,*,*,BoA,ボア,ボア
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
LOVE LETTER	名詞,固有名詞,一般,*,*,*,LOVE LETTER,ラブレター,ラブレター
聴い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聴く,キイ,キイ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
誕生日	名詞,固有名詞,一般,*,*,*,誕生日,タンジョウビ,タンジョービ
迎え	動詞,自立,*,*,一段,連用形,迎える,ムカエ,ムカエ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,かる,カッ,カッ
っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,く,ッ,ッ
。	記号,句点,*,*,*,*,。,。,。
だい	名詞,一般,*,*,*,*,だい,ダイ,ダイ
ぽー	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,ぽい,ポー,ポー
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ
叫ん	動詞,自立,*,*,五段・バ行,連用タ接続,叫ぶ,サケン,サケン
で	助詞,接続助詞,*,*,*,*,で,デ,デ
みる	動詞,非自立,*,*,一段,基本形,みる,ミル,ミル
。	記号,句点,*,*,*,*,。,。,。
痩せる	動詞,自立,*,*,一段,基本形,痩せる,ヤセル,ヤセル
…	記号,一般,*,*,*,*,…,…,…
痩せる	動詞,自立,*,*,一段,基本形,痩せる,ヤセル,ヤセル
ぞ	助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
…	記号,一般,*,*,*,*,…,…,…
痩せ	動詞,自立,*,*,一段,未然形,痩せる,ヤセ,ヤセ
なけれ	助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ
なら	動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
理由	名詞,一般,*,*,*,*,理由,リユウ,リユー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
出来	動詞,自立,*,*,一段,連用形,出来る,デキ,デキ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
一	名詞,数,*,*,*,*,一,イチ,イチ
ヶ月	名詞,接尾,助数詞,*,*,*,ヶ月,カゲツ,カゲツ
1	名詞,数,*,*,*,*,*
㎏	記号,一般,*,*,*,*,*
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
目標	名詞,一般,*,*,*,*,目標,モクヒョウ,モクヒョー
電動	名詞,一般,*,*,*,*,電動,デンドウ,デンドー
チャリ	名詞,固有名詞,一般,*,*,*,チャリ,チャリ,チャリ
楽し	形容詞,自立,*,*,形容詞・イ段,ガル接続,楽しい,タノシ,タノシ
スギィ	名詞,固有名詞,一般,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
！	記号,一般,*,*,*,*,！,！,！
今月	名詞,副詞可能,*,*,*,*,今月,コンゲツ,コンゲツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ももクロ	名詞,固有名詞,一般,*,*,*,ももクロ,モモクロ,モモクロ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
AE	名詞,一般,*,*,*,*,*
会員	名詞,一般,*,*,*,*,会員,カイイン,カイイン
カレンダー	名詞,固有名詞,一般,*,*,*,カレンダ,カレンダー,カレンダー
割	名詞,接尾,助数詞,*,*,*,割,ワリ,ワリ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
気に入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,気に入る,キニイッ,キニイッ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
。	記号,句点,*,*,*,*,。,。,。
ReVision of Sence	名詞,固有名詞,人名,一般,*,*,ReVision of Sence,リビジョンオブセンス,リビジョンオブセンス
、	記号,読点,*,*,*,*,、,、,、
歌詞	名詞,一般,*,*,*,*,歌詞,カシ,カシ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
共感	名詞,サ変接続,*,*,*,*,共感,キョウカン,キョーカン
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル
し	助詞,接続助詞,*,*,*,*,し,シ,シ
曲	名詞,一般,*,*,*,*,曲,キョク,キョク
も	助詞,係助詞,*,*,*,*,も,モ,モ
パフォーマンス	名詞,一般,*,*,*,*,パフォーマンス,パフォーマンス,パフォーマンス
も	助詞,係助詞,*,*,*,*,も,モ,モ
全力	名詞,一般,*,*,*,*,全力,ゼンリョク,ゼンリョク
過ぎ	動詞,自立,*,*,一段,連用形,過ぎる,スギ,スギ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
、	記号,読点,*,*,*,*,、,、,、
特に	副詞,一般,*,*,*,*,特に,トクニ,トクニ
MC	名詞,固有名詞,一般,*,*,*,MC,エムシー,エムシー
力	名詞,接尾,一般,*,*,*,力,リョク,リョク
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
凄かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,凄い,スゴカッ,スゴカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
関西	名詞,固有名詞,地域,一般,*,*,関西,カンサイ,カンサイ
出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン
故	名詞,一般,*,*,*,*,故,ユエ,ユエ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
